State,Abbreviation,Education Level,Country of Citizenship,Gender,Active Number of Students
VIRGINIA,VA,BACHELOR'S,COTE D'IVOIRE,MALE,4
VIRGINIA,VA,BACHELOR'S,CROATIA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,CROATIA,MALE,2
VIRGINIA,VA,BACHELOR'S,CZECH REPUBLIC,FEMALE,1
VIRGINIA,VA,BACHELOR'S,ECUADOR,FEMALE,2
VIRGINIA,VA,BACHELOR'S,ECUADOR,MALE,6
VIRGINIA,VA,BACHELOR'S,EGYPT,FEMALE,2
VIRGINIA,VA,BACHELOR'S,EGYPT,MALE,16
VIRGINIA,VA,BACHELOR'S,EL SALVADOR,MALE,4
VIRGINIA,VA,BACHELOR'S,EQUATORIAL GUINEA,MALE,1
VIRGINIA,VA,BACHELOR'S,ETHIOPIA,FEMALE,4
VIRGINIA,VA,BACHELOR'S,ETHIOPIA,MALE,8
VIRGINIA,VA,BACHELOR'S,FINLAND,MALE,1
VIRGINIA,VA,BACHELOR'S,FRANCE,FEMALE,5
VIRGINIA,VA,BACHELOR'S,FRANCE,MALE,4
VIRGINIA,VA,BACHELOR'S,GAZA STRIP,FEMALE,1
VIRGINIA,VA,BACHELOR'S,GAZA STRIP,MALE,2
VIRGINIA,VA,BACHELOR'S,GEORGIA,MALE,1
VIRGINIA,VA,BACHELOR'S,GERMANY,FEMALE,5
VIRGINIA,VA,BACHELOR'S,GERMANY,MALE,6
VIRGINIA,VA,BACHELOR'S,GHANA,FEMALE,4
VIRGINIA,VA,BACHELOR'S,GHANA,MALE,9
VIRGINIA,VA,BACHELOR'S,GREECE,FEMALE,2
VIRGINIA,VA,BACHELOR'S,GUATEMALA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,GUATEMALA,MALE,1
VIRGINIA,VA,BACHELOR'S,GUINEA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,GUYANA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,HAITI,FEMALE,4
VIRGINIA,VA,BACHELOR'S,HAITI,MALE,6
VIRGINIA,VA,BACHELOR'S,HONDURAS,FEMALE,2
VIRGINIA,VA,BACHELOR'S,HONDURAS,MALE,3
VIRGINIA,VA,BACHELOR'S,HONG KONG,FEMALE,2
VIRGINIA,VA,BACHELOR'S,HONG KONG,MALE,8
VIRGINIA,VA,BACHELOR'S,ICELAND,MALE,1
VIRGINIA,VA,BACHELOR'S,INDIA,FEMALE,52
VIRGINIA,VA,BACHELOR'S,INDIA,MALE,215
VIRGINIA,VA,BACHELOR'S,INDONESIA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,INDONESIA,MALE,8
VIRGINIA,VA,BACHELOR'S,IRAN,FEMALE,3
VIRGINIA,VA,BACHELOR'S,IRAN,MALE,5
VIRGINIA,VA,BACHELOR'S,IRAQ,FEMALE,1
VIRGINIA,VA,BACHELOR'S,IRAQ,MALE,1
VIRGINIA,VA,BACHELOR'S,IRELAND,FEMALE,1
VIRGINIA,VA,BACHELOR'S,ISRAEL,FEMALE,1
VIRGINIA,VA,BACHELOR'S,ITALY,FEMALE,2
VIRGINIA,VA,BACHELOR'S,ITALY,MALE,4
VIRGINIA,VA,BACHELOR'S,JAMAICA,FEMALE,4
VIRGINIA,VA,BACHELOR'S,JAMAICA,MALE,4
VIRGINIA,VA,BACHELOR'S,JAPAN,FEMALE,1
VIRGINIA,VA,BACHELOR'S,JAPAN,MALE,2
VIRGINIA,VA,BACHELOR'S,JORDAN,MALE,10
VIRGINIA,VA,BACHELOR'S,KAZAKHSTAN,FEMALE,1
VIRGINIA,VA,BACHELOR'S,KAZAKHSTAN,MALE,3
VIRGINIA,VA,BACHELOR'S,KENYA,FEMALE,8
VIRGINIA,VA,BACHELOR'S,KENYA,MALE,7
VIRGINIA,VA,BACHELOR'S,KUWAIT,FEMALE,19
VIRGINIA,VA,BACHELOR'S,KUWAIT,MALE,61
VIRGINIA,VA,BACHELOR'S,KYRGYZSTAN,FEMALE,1
VIRGINIA,VA,BACHELOR'S,KYRGYZSTAN,MALE,1
VIRGINIA,VA,BACHELOR'S,LEBANON,FEMALE,2
VIRGINIA,VA,BACHELOR'S,LEBANON,MALE,6
VIRGINIA,VA,BACHELOR'S,LIBERIA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,LIBYA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,LITHUANIA,MALE,2
VIRGINIA,VA,BACHELOR'S,MADAGASCAR,MALE,1
VIRGINIA,VA,BACHELOR'S,MALAWI,MALE,1
VIRGINIA,VA,BACHELOR'S,MALAYSIA,FEMALE,6
VIRGINIA,VA,BACHELOR'S,MALAYSIA,MALE,13
VIRGINIA,VA,BACHELOR'S,MALI,MALE,2
VIRGINIA,VA,BACHELOR'S,MAURITANIA,MALE,1
VIRGINIA,VA,BACHELOR'S,MEXICO,FEMALE,4
VIRGINIA,VA,BACHELOR'S,MEXICO,MALE,7
VIRGINIA,VA,BACHELOR'S,MOLDOVA,FEMALE,2
VIRGINIA,VA,BACHELOR'S,MONGOLIA,FEMALE,2
VIRGINIA,VA,BACHELOR'S,MONGOLIA,MALE,2
VIRGINIA,VA,BACHELOR'S,MOROCCO,FEMALE,4
VIRGINIA,VA,BACHELOR'S,MOROCCO,MALE,8
VIRGINIA,VA,BACHELOR'S,NEPAL,FEMALE,14
VIRGINIA,VA,BACHELOR'S,NEPAL,MALE,24
VIRGINIA,VA,BACHELOR'S,NETHERLANDS,FEMALE,3
VIRGINIA,VA,BACHELOR'S,NETHERLANDS,MALE,3
VIRGINIA,VA,BACHELOR'S,NEW ZEALAND,MALE,1
VIRGINIA,VA,BACHELOR'S,NICARAGUA,MALE,3
VIRGINIA,VA,BACHELOR'S,NIGERIA,FEMALE,19
VIRGINIA,VA,BACHELOR'S,NIGERIA,MALE,37
VIRGINIA,VA,BACHELOR'S,OMAN,MALE,2
VIRGINIA,VA,BACHELOR'S,PAKISTAN,FEMALE,3
VIRGINIA,VA,BACHELOR'S,PAKISTAN,MALE,36
VIRGINIA,VA,BACHELOR'S,PANAMA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,PANAMA,MALE,3
VIRGINIA,VA,BACHELOR'S,PAPUA NEW GUINEA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,PAPUA NEW GUINEA,MALE,1
VIRGINIA,VA,BACHELOR'S,PARAGUAY,FEMALE,1
VIRGINIA,VA,BACHELOR'S,PERU,MALE,6
VIRGINIA,VA,BACHELOR'S,PHILIPPINES,FEMALE,1
VIRGINIA,VA,BACHELOR'S,PHILIPPINES,MALE,8
VIRGINIA,VA,BACHELOR'S,POLAND,FEMALE,1
VIRGINIA,VA,BACHELOR'S,PORTUGAL,MALE,2
VIRGINIA,VA,BACHELOR'S,QATAR,MALE,5
VIRGINIA,VA,BACHELOR'S,ROMANIA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,ROMANIA,MALE,3
VIRGINIA,VA,BACHELOR'S,RUSSIA,FEMALE,6
VIRGINIA,VA,BACHELOR'S,RUSSIA,MALE,3
VIRGINIA,VA,BACHELOR'S,RWANDA,FEMALE,2
VIRGINIA,VA,BACHELOR'S,RWANDA,MALE,5
VIRGINIA,VA,BACHELOR'S,SAINT KITTS AND NEVIS,FEMALE,2
VIRGINIA,VA,BACHELOR'S,SAINT LUCIA,MALE,1
VIRGINIA,VA,BACHELOR'S,SAUDI ARABIA,FEMALE,63
VIRGINIA,VA,BACHELOR'S,SAUDI ARABIA,MALE,249
VIRGINIA,VA,BACHELOR'S,SENEGAL,FEMALE,5
VIRGINIA,VA,BACHELOR'S,SENEGAL,MALE,1
VIRGINIA,VA,BACHELOR'S,SERBIA,FEMALE,2
VIRGINIA,VA,BACHELOR'S,SERBIA,MALE,2
VIRGINIA,VA,BACHELOR'S,SIERRA LEONE,MALE,2
VIRGINIA,VA,BACHELOR'S,SINGAPORE,FEMALE,2
VIRGINIA,VA,BACHELOR'S,SLOVAKIA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,SOUTH AFRICA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,SOUTH AFRICA,MALE,1
VIRGINIA,VA,BACHELOR'S,SOUTH KOREA,FEMALE,59
VIRGINIA,VA,BACHELOR'S,SOUTH KOREA,MALE,116
VIRGINIA,VA,BACHELOR'S,SPAIN,FEMALE,1
VIRGINIA,VA,BACHELOR'S,SPAIN,MALE,9
VIRGINIA,VA,BACHELOR'S,SRI LANKA,FEMALE,2
VIRGINIA,VA,BACHELOR'S,SRI LANKA,MALE,5
VIRGINIA,VA,BACHELOR'S,SUDAN,MALE,1
VIRGINIA,VA,BACHELOR'S,SWEDEN,FEMALE,2
VIRGINIA,VA,BACHELOR'S,SWEDEN,MALE,4
VIRGINIA,VA,BACHELOR'S,SWITZERLAND,MALE,2
VIRGINIA,VA,BACHELOR'S,SYRIA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,TAIWAN,FEMALE,6
VIRGINIA,VA,BACHELOR'S,TAIWAN,MALE,22
VIRGINIA,VA,BACHELOR'S,TANZANIA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,TANZANIA,MALE,4
VIRGINIA,VA,BACHELOR'S,THAILAND,FEMALE,4
VIRGINIA,VA,BACHELOR'S,THAILAND,MALE,8
VIRGINIA,VA,BACHELOR'S,TOGO,MALE,1
VIRGINIA,VA,BACHELOR'S,TRINIDAD AND TOBAGO,FEMALE,2
VIRGINIA,VA,BACHELOR'S,TRINIDAD AND TOBAGO,MALE,2
VIRGINIA,VA,BACHELOR'S,TUNISIA,MALE,1
VIRGINIA,VA,BACHELOR'S,TURKEY,FEMALE,8
VIRGINIA,VA,BACHELOR'S,TURKEY,MALE,23
VIRGINIA,VA,BACHELOR'S,UGANDA,FEMALE,3
VIRGINIA,VA,BACHELOR'S,UKRAINE,FEMALE,2
VIRGINIA,VA,BACHELOR'S,UKRAINE,MALE,2
VIRGINIA,VA,BACHELOR'S,UNITED ARAB EMIRATES,FEMALE,2
VIRGINIA,VA,BACHELOR'S,UNITED ARAB EMIRATES,MALE,29
VIRGINIA,VA,BACHELOR'S,UNITED KINGDOM,FEMALE,5
VIRGINIA,VA,BACHELOR'S,UNITED KINGDOM,MALE,4
VIRGINIA,VA,BACHELOR'S,UZBEKISTAN,FEMALE,1
VIRGINIA,VA,BACHELOR'S,UZBEKISTAN,MALE,4
VIRGINIA,VA,BACHELOR'S,VENEZUELA,FEMALE,5
VIRGINIA,VA,BACHELOR'S,VENEZUELA,MALE,9
VIRGINIA,VA,BACHELOR'S,VIETNAM,FEMALE,39
VIRGINIA,VA,BACHELOR'S,VIETNAM,MALE,59
VIRGINIA,VA,BACHELOR'S,WEST BANK,MALE,3
VIRGINIA,VA,BACHELOR'S,YEMEN,MALE,3
VIRGINIA,VA,BACHELOR'S,ZAMBIA,FEMALE,1
VIRGINIA,VA,BACHELOR'S,ZAMBIA,MALE,2
VIRGINIA,VA,BACHELOR'S,ZIMBABWE,MALE,1
VIRGINIA,VA,DOCTORATE,AFGHANISTAN,MALE,1
VIRGINIA,VA,DOCTORATE,ALBANIA,MALE,1
VIRGINIA,VA,DOCTORATE,ALGERIA,MALE,1
VIRGINIA,VA,DOCTORATE,ARGENTINA,MALE,4
VIRGINIA,VA,DOCTORATE,ARMENIA,FEMALE,1
VIRGINIA,VA,DOCTORATE,AUSTRALIA,MALE,1
VIRGINIA,VA,DOCTORATE,"BAHAMAS, THE",MALE,1
VIRGINIA,VA,DOCTORATE,BAHRAIN,MALE,3
VIRGINIA,VA,DOCTORATE,BANGLADESH,FEMALE,25
VIRGINIA,VA,DOCTORATE,BANGLADESH,MALE,83
VIRGINIA,VA,DOCTORATE,BOLIVIA,FEMALE,1
VIRGINIA,VA,DOCTORATE,BOTSWANA,MALE,2
VIRGINIA,VA,DOCTORATE,BRAZIL,FEMALE,3
VIRGINIA,VA,DOCTORATE,BRAZIL,MALE,5
VIRGINIA,VA,DOCTORATE,BULGARIA,FEMALE,1
VIRGINIA,VA,DOCTORATE,BULGARIA,MALE,1
VIRGINIA,VA,DOCTORATE,BURKINA FASO,MALE,1
VIRGINIA,VA,DOCTORATE,BURMA,MALE,1
VIRGINIA,VA,DOCTORATE,CAMEROON,MALE,2
VIRGINIA,VA,DOCTORATE,CANADA,FEMALE,4
VIRGINIA,VA,DOCTORATE,CANADA,MALE,6
VIRGINIA,VA,DOCTORATE,CHILE,MALE,1
VIRGINIA,VA,DOCTORATE,CHINA,FEMALE,304
VIRGINIA,VA,DOCTORATE,CHINA,MALE,770
VIRGINIA,VA,DOCTORATE,CHINA,UNKNOWN,1
VIRGINIA,VA,DOCTORATE,COLOMBIA,FEMALE,4
VIRGINIA,VA,DOCTORATE,COLOMBIA,MALE,12
VIRGINIA,VA,DOCTORATE,COSTA RICA,FEMALE,2
VIRGINIA,VA,DOCTORATE,COSTA RICA,MALE,4
VIRGINIA,VA,DOCTORATE,COTE D'IVOIRE,MALE,2
VIRGINIA,VA,DOCTORATE,CROATIA,MALE,2
VIRGINIA,VA,DOCTORATE,CYPRUS,MALE,1
VIRGINIA,VA,DOCTORATE,CZECH REPUBLIC,FEMALE,1
VIRGINIA,VA,DOCTORATE,CZECH REPUBLIC,MALE,1
VIRGINIA,VA,DOCTORATE,DOMINICAN REPUBLIC,FEMALE,1
VIRGINIA,VA,DOCTORATE,DOMINICAN REPUBLIC,MALE,3
VIRGINIA,VA,DOCTORATE,ECUADOR,FEMALE,2
VIRGINIA,VA,DOCTORATE,ECUADOR,MALE,6
VIRGINIA,VA,DOCTORATE,EGYPT,FEMALE,7
VIRGINIA,VA,DOCTORATE,EGYPT,MALE,35
VIRGINIA,VA,DOCTORATE,EL SALVADOR,MALE,2
VIRGINIA,VA,DOCTORATE,ETHIOPIA,FEMALE,1
VIRGINIA,VA,DOCTORATE,ETHIOPIA,MALE,5
VIRGINIA,VA,DOCTORATE,FINLAND,FEMALE,1
VIRGINIA,VA,DOCTORATE,FRANCE,FEMALE,1
VIRGINIA,VA,DOCTORATE,FRANCE,MALE,2
VIRGINIA,VA,DOCTORATE,GEORGIA,MALE,1
VIRGINIA,VA,DOCTORATE,GERMANY,FEMALE,2
VIRGINIA,VA,DOCTORATE,GERMANY,MALE,8
VIRGINIA,VA,DOCTORATE,GHANA,MALE,12
VIRGINIA,VA,DOCTORATE,GREECE,FEMALE,2
VIRGINIA,VA,DOCTORATE,GREECE,MALE,6
VIRGINIA,VA,DOCTORATE,HONDURAS,MALE,1
VIRGINIA,VA,DOCTORATE,HONG KONG,MALE,4
VIRGINIA,VA,DOCTORATE,HUNGARY,FEMALE,1
VIRGINIA,VA,DOCTORATE,INDIA,FEMALE,127
VIRGINIA,VA,DOCTORATE,INDIA,MALE,263
VIRGINIA,VA,DOCTORATE,INDONESIA,MALE,5
VIRGINIA,VA,DOCTORATE,IRAN,FEMALE,65
VIRGINIA,VA,DOCTORATE,IRAN,MALE,151
VIRGINIA,VA,DOCTORATE,IRAQ,FEMALE,1
VIRGINIA,VA,DOCTORATE,IRAQ,MALE,2
VIRGINIA,VA,DOCTORATE,IRELAND,MALE,1
VIRGINIA,VA,DOCTORATE,ITALY,FEMALE,3
VIRGINIA,VA,DOCTORATE,ITALY,MALE,7
VIRGINIA,VA,DOCTORATE,JAMAICA,FEMALE,5
VIRGINIA,VA,DOCTORATE,JAMAICA,MALE,3
VIRGINIA,VA,DOCTORATE,JAPAN,MALE,2
VIRGINIA,VA,DOCTORATE,JORDAN,FEMALE,2
VIRGINIA,VA,DOCTORATE,JORDAN,MALE,9
VIRGINIA,VA,DOCTORATE,KAZAKHSTAN,MALE,1
VIRGINIA,VA,DOCTORATE,KENYA,FEMALE,1
VIRGINIA,VA,DOCTORATE,KENYA,MALE,5
VIRGINIA,VA,DOCTORATE,KUWAIT,FEMALE,4
VIRGINIA,VA,DOCTORATE,KUWAIT,MALE,4
VIRGINIA,VA,DOCTORATE,LEBANON,FEMALE,3
VIRGINIA,VA,DOCTORATE,LEBANON,MALE,12
VIRGINIA,VA,DOCTORATE,LIBYA,MALE,11
VIRGINIA,VA,DOCTORATE,MACEDONIA,MALE,1
VIRGINIA,VA,DOCTORATE,MADAGASCAR,MALE,1
VIRGINIA,VA,DOCTORATE,MALAYSIA,FEMALE,1
VIRGINIA,VA,DOCTORATE,MALAYSIA,MALE,5
VIRGINIA,VA,DOCTORATE,MALI,MALE,2
VIRGINIA,VA,DOCTORATE,MEXICO,FEMALE,1
VIRGINIA,VA,DOCTORATE,MEXICO,MALE,9
VIRGINIA,VA,DOCTORATE,MOLDOVA,MALE,1
VIRGINIA,VA,DOCTORATE,MOROCCO,FEMALE,1
VIRGINIA,VA,DOCTORATE,MOROCCO,MALE,1
VIRGINIA,VA,DOCTORATE,NAMIBIA,MALE,1
VIRGINIA,VA,DOCTORATE,NEPAL,FEMALE,12
VIRGINIA,VA,DOCTORATE,NEPAL,MALE,30
VIRGINIA,VA,DOCTORATE,NETHERLANDS,FEMALE,1
VIRGINIA,VA,DOCTORATE,NETHERLANDS,MALE,2
VIRGINIA,VA,DOCTORATE,NEW ZEALAND,FEMALE,2
VIRGINIA,VA,DOCTORATE,NIGER,FEMALE,1
VIRGINIA,VA,DOCTORATE,NIGERIA,FEMALE,5
VIRGINIA,VA,DOCTORATE,NIGERIA,MALE,7
VIRGINIA,VA,DOCTORATE,PAKISTAN,FEMALE,5
VIRGINIA,VA,DOCTORATE,PAKISTAN,MALE,14
VIRGINIA,VA,DOCTORATE,PANAMA,FEMALE,1
VIRGINIA,VA,DOCTORATE,PERU,FEMALE,4
VIRGINIA,VA,DOCTORATE,PERU,MALE,2
VIRGINIA,VA,DOCTORATE,PHILIPPINES,FEMALE,5
VIRGINIA,VA,DOCTORATE,PHILIPPINES,MALE,2
VIRGINIA,VA,DOCTORATE,POLAND,FEMALE,9
VIRGINIA,VA,DOCTORATE,POLAND,MALE,7
VIRGINIA,VA,DOCTORATE,PORTUGAL,FEMALE,1
VIRGINIA,VA,DOCTORATE,PORTUGAL,MALE,1
VIRGINIA,VA,DOCTORATE,ROMANIA,FEMALE,2
VIRGINIA,VA,DOCTORATE,ROMANIA,MALE,1
VIRGINIA,VA,DOCTORATE,RUSSIA,FEMALE,5
VIRGINIA,VA,DOCTORATE,RUSSIA,MALE,9
VIRGINIA,VA,DOCTORATE,RWANDA,FEMALE,1
VIRGINIA,VA,DOCTORATE,RWANDA,MALE,2
VIRGINIA,VA,DOCTORATE,SAUDI ARABIA,FEMALE,26
VIRGINIA,VA,DOCTORATE,SAUDI ARABIA,MALE,31
VIRGINIA,VA,DOCTORATE,SENEGAL,MALE,1
VIRGINIA,VA,DOCTORATE,SERBIA,FEMALE,1
VIRGINIA,VA,DOCTORATE,SERBIA,MALE,3
VIRGINIA,VA,DOCTORATE,SINGAPORE,MALE,2
VIRGINIA,VA,DOCTORATE,SOUTH AFRICA,FEMALE,1
VIRGINIA,VA,DOCTORATE,SOUTH KOREA,FEMALE,13
VIRGINIA,VA,DOCTORATE,SOUTH KOREA,MALE,75
VIRGINIA,VA,DOCTORATE,SPAIN,FEMALE,3
VIRGINIA,VA,DOCTORATE,SPAIN,MALE,7
VIRGINIA,VA,DOCTORATE,SRI LANKA,FEMALE,20
VIRGINIA,VA,DOCTORATE,SRI LANKA,MALE,23
VIRGINIA,VA,DOCTORATE,STATELESS,MALE,1
VIRGINIA,VA,DOCTORATE,SUDAN,MALE,1
VIRGINIA,VA,DOCTORATE,SWITZERLAND,FEMALE,1
VIRGINIA,VA,DOCTORATE,SWITZERLAND,MALE,1
VIRGINIA,VA,DOCTORATE,SYRIA,MALE,1
VIRGINIA,VA,DOCTORATE,TAIWAN,FEMALE,3
VIRGINIA,VA,DOCTORATE,TAIWAN,MALE,22
VIRGINIA,VA,DOCTORATE,THAILAND,FEMALE,5
VIRGINIA,VA,DOCTORATE,THAILAND,MALE,9
VIRGINIA,VA,DOCTORATE,TRINIDAD AND TOBAGO,FEMALE,1
VIRGINIA,VA,DOCTORATE,TUNISIA,FEMALE,2
VIRGINIA,VA,DOCTORATE,TUNISIA,MALE,7
VIRGINIA,VA,DOCTORATE,TURKEY,FEMALE,11
VIRGINIA,VA,DOCTORATE,TURKEY,MALE,27
VIRGINIA,VA,DOCTORATE,TURKMENISTAN,MALE,1
VIRGINIA,VA,DOCTORATE,UKRAINE,MALE,1
VIRGINIA,VA,DOCTORATE,UNITED ARAB EMIRATES,MALE,1
VIRGINIA,VA,DOCTORATE,UNITED KINGDOM,FEMALE,3
VIRGINIA,VA,DOCTORATE,UNITED KINGDOM,MALE,5
VIRGINIA,VA,DOCTORATE,UZBEKISTAN,MALE,2
VIRGINIA,VA,DOCTORATE,VENEZUELA,FEMALE,2
VIRGINIA,VA,DOCTORATE,VENEZUELA,MALE,3
VIRGINIA,VA,DOCTORATE,VIETNAM,FEMALE,9
VIRGINIA,VA,DOCTORATE,VIETNAM,MALE,12
VIRGINIA,VA,DOCTORATE,YEMEN,MALE,1
VIRGINIA,VA,LANGUAGE TRAINING,BENIN,MALE,1
VIRGINIA,VA,LANGUAGE TRAINING,BURKINA FASO,MALE,1
VIRGINIA,VA,LANGUAGE TRAINING,CHINA,FEMALE,2
VIRGINIA,VA,LANGUAGE TRAINING,CHINA,MALE,2
VIRGINIA,VA,LANGUAGE TRAINING,LEBANON,FEMALE,1
VIRGINIA,VA,LANGUAGE TRAINING,MONGOLIA,MALE,1
VIRGINIA,VA,LANGUAGE TRAINING,MOZAMBIQUE,FEMALE,1
VIRGINIA,VA,LANGUAGE TRAINING,SAUDI ARABIA,FEMALE,1
VIRGINIA,VA,LANGUAGE TRAINING,SAUDI ARABIA,MALE,4
VIRGINIA,VA,LANGUAGE TRAINING,VIETNAM,FEMALE,1
VIRGINIA,VA,LANGUAGE TRAINING,YEMEN,MALE,1
VIRGINIA,VA,MASTER'S,ALBANIA,MALE,1
VIRGINIA,VA,MASTER'S,ALGERIA,FEMALE,3
VIRGINIA,VA,MASTER'S,ALGERIA,MALE,3
VIRGINIA,VA,MASTER'S,ARGENTINA,FEMALE,1
VIRGINIA,VA,MASTER'S,AUSTRALIA,FEMALE,2
VIRGINIA,VA,MASTER'S,AZERBAIJAN,MALE,4
VIRGINIA,VA,MASTER'S,BAHRAIN,MALE,1
VIRGINIA,VA,MASTER'S,BANGLADESH,FEMALE,17
VIRGINIA,VA,MASTER'S,BANGLADESH,MALE,69
VIRGINIA,VA,MASTER'S,BELIZE,MALE,1
VIRGINIA,VA,MASTER'S,BENIN,MALE,1
VIRGINIA,VA,MASTER'S,BHUTAN,MALE,1
VIRGINIA,VA,MASTER'S,BOLIVIA,MALE,2
VIRGINIA,VA,MASTER'S,BRAZIL,FEMALE,1
VIRGINIA,VA,MASTER'S,BRAZIL,MALE,3
VIRGINIA,VA,MASTER'S,BULGARIA,MALE,1
VIRGINIA,VA,MASTER'S,BURKINA FASO,MALE,1
VIRGINIA,VA,MASTER'S,CAMBODIA,MALE,2
VIRGINIA,VA,MASTER'S,CAMEROON,FEMALE,1
VIRGINIA,VA,MASTER'S,CAMEROON,MALE,1
VIRGINIA,VA,MASTER'S,CANADA,FEMALE,1
VIRGINIA,VA,MASTER'S,CANADA,MALE,1
VIRGINIA,VA,MASTER'S,CHINA,FEMALE,213
VIRGINIA,VA,MASTER'S,CHINA,MALE,278
VIRGINIA,VA,MASTER'S,CHINA,UNKNOWN,1
VIRGINIA,VA,MASTER'S,COLOMBIA,FEMALE,1
VIRGINIA,VA,MASTER'S,COLOMBIA,MALE,3
VIRGINIA,VA,MASTER'S,CONGO (KINSHASA),MALE,1
VIRGINIA,VA,MASTER'S,COSTA RICA,FEMALE,1
VIRGINIA,VA,MASTER'S,COTE D'IVOIRE,MALE,2
VIRGINIA,VA,MASTER'S,DOMINICAN REPUBLIC,FEMALE,1
VIRGINIA,VA,MASTER'S,ECUADOR,MALE,2
VIRGINIA,VA,MASTER'S,EGYPT,FEMALE,4
VIRGINIA,VA,MASTER'S,EGYPT,MALE,8
VIRGINIA,VA,MASTER'S,ERITREA,MALE,1
VIRGINIA,VA,MASTER'S,ETHIOPIA,FEMALE,2
VIRGINIA,VA,MASTER'S,FRANCE,FEMALE,2
VIRGINIA,VA,MASTER'S,FRANCE,MALE,2
VIRGINIA,VA,MASTER'S,GERMANY,FEMALE,7
VIRGINIA,VA,MASTER'S,GERMANY,MALE,6
VIRGINIA,VA,MASTER'S,GHANA,FEMALE,2
VIRGINIA,VA,MASTER'S,GHANA,MALE,5
VIRGINIA,VA,MASTER'S,GREECE,MALE,2
VIRGINIA,VA,MASTER'S,HAITI,MALE,1
VIRGINIA,VA,MASTER'S,HONDURAS,MALE,1
VIRGINIA,VA,MASTER'S,HONG KONG,MALE,1
VIRGINIA,VA,MASTER'S,INDIA,FEMALE,1238
VIRGINIA,VA,MASTER'S,INDIA,MALE,3497
VIRGINIA,VA,MASTER'S,INDIA,UNKNOWN,11
VIRGINIA,VA,MASTER'S,INDONESIA,MALE,4
VIRGINIA,VA,MASTER'S,IRAN,FEMALE,19
VIRGINIA,VA,MASTER'S,IRAN,MALE,23
VIRGINIA,VA,MASTER'S,IRAQ,MALE,1
VIRGINIA,VA,MASTER'S,ITALY,MALE,1
VIRGINIA,VA,MASTER'S,JAMAICA,FEMALE,1
VIRGINIA,VA,MASTER'S,JAMAICA,MALE,1
VIRGINIA,VA,MASTER'S,JAPAN,MALE,1
VIRGINIA,VA,MASTER'S,JORDAN,MALE,7
VIRGINIA,VA,MASTER'S,KAZAKHSTAN,FEMALE,2
VIRGINIA,VA,MASTER'S,KAZAKHSTAN,MALE,4
VIRGINIA,VA,MASTER'S,KENYA,FEMALE,1
VIRGINIA,VA,MASTER'S,KENYA,MALE,4
VIRGINIA,VA,MASTER'S,KOSOVO,FEMALE,1
VIRGINIA,VA,MASTER'S,KOSOVO,MALE,1
VIRGINIA,VA,MASTER'S,KUWAIT,FEMALE,2
VIRGINIA,VA,MASTER'S,KUWAIT,MALE,3
VIRGINIA,VA,MASTER'S,KYRGYZSTAN,FEMALE,1
VIRGINIA,VA,MASTER'S,KYRGYZSTAN,MALE,3
VIRGINIA,VA,MASTER'S,LEBANON,FEMALE,4
VIRGINIA,VA,MASTER'S,LEBANON,MALE,5
VIRGINIA,VA,MASTER'S,LIBYA,FEMALE,1
VIRGINIA,VA,MASTER'S,MACEDONIA,FEMALE,1
VIRGINIA,VA,MASTER'S,MADAGASCAR,MALE,1
VIRGINIA,VA,MASTER'S,MALAYSIA,MALE,3
VIRGINIA,VA,MASTER'S,MAURITANIA,FEMALE,1
VIRGINIA,VA,MASTER'S,MEXICO,MALE,2
VIRGINIA,VA,MASTER'S,MONGOLIA,FEMALE,10
VIRGINIA,VA,MASTER'S,MONGOLIA,MALE,14
VIRGINIA,VA,MASTER'S,MOROCCO,FEMALE,3
VIRGINIA,VA,MASTER'S,MOROCCO,MALE,13
VIRGINIA,VA,MASTER'S,NEPAL,FEMALE,20
VIRGINIA,VA,MASTER'S,NEPAL,MALE,68
VIRGINIA,VA,MASTER'S,NEW ZEALAND,MALE,2
VIRGINIA,VA,MASTER'S,NIGERIA,FEMALE,19
VIRGINIA,VA,MASTER'S,NIGERIA,MALE,38
VIRGINIA,VA,MASTER'S,NIGERIA,UNKNOWN,1
VIRGINIA,VA,MASTER'S,PAKISTAN,FEMALE,8
VIRGINIA,VA,MASTER'S,PAKISTAN,MALE,61
VIRGINIA,VA,MASTER'S,PERU,FEMALE,1
VIRGINIA,VA,MASTER'S,PERU,MALE,2
VIRGINIA,VA,MASTER'S,PHILIPPINES,FEMALE,2
VIRGINIA,VA,MASTER'S,PHILIPPINES,MALE,1
VIRGINIA,VA,MASTER'S,PORTUGAL,FEMALE,1
